Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades
19.1.2021;8,625;8,635;8,80;8,84;8,605;8,605;8,666;1862950;16147251,95;3439
18.1.2021;8,765;8,775;8,72;8,83;8,655;8,785;8,748;1307368;11436980,14;2216
15.1.2021;8,695;8,71;8,72;8,88;8,65;8,72;8,77;2343038;20551965,75;3682
14.1.2021;8,685;8,70;8,96;9,015;8,665;8,715;8,769;2549559;22354383,87;4540
13.1.2021;8,85;8,86;8,80;9,03;8,715;8,855;8,879;2241230;19894451,72;3766
12.1.2021;8,75;8,76;8,67;8,81;8,615;8,775;8,743;2131366;18634551,37;3830
11.1.2021;8,665;8,68;8,65;8,77;8,555;8,665;8,641;1990233;17196879,76;3836
8.1.2021;8,61;8,62;8,70;8,775;8,57;8,63;8,634;1820558;15717692,53;3714
7.1.2021;8,64;8,65;8,26;8,735;8,26;8,645;8,568;3683844;31564620,61;6881
5.1.2021;8,105;8,115;8,32;8,33;8,07;8,15;8,171;2675052;21860388,98;5309
4.1.2021;8,38;8,39;8,20;8,48;8,12;8,36;8,289;2623954;21754150,59;4744
30.12.2020;8,185;8,195;8,22;8,36;8,175;8,175;8,243;1658649;13672669,47;3147
29.12.2020;8,175;8,18;8,055;8,255;7,99;8,195;8,161;2274947;18565703,12;3958
28.12.2020;7,85;7,86;7,795;7,985;7,785;7,885;7,893;1006219;7941016,78;2138
23.12.2020;7,67;7,68;7,675;7,72;7,63;7,695;7,676;1087213;8345316,54;1790
22.12.2020;7,66;7,67;7,48;7,73;7,47;7,675;7,66;1521843;11658183,32;3328
21.12.2020;7,51;7,52;7,56;7,59;7,37;7,52;7,486;2450170;18343033,72;4983
18.12.2020;7,685;7,695;7,70;7,775;7,675;7,70;7,718;1812095;13986743,96;3207
17.12.2020;7,71;7,72;8,00;8,15;7,64;7,70;7,801;3637294;28379835,53;5546
16.12.2020;7,835;7,845;7,555;7,87;7,54;7,87;7,784;2523229;19639016,49;3898
15.12.2020;7,54;7,55;7,485;7,55;7,45;7,545;7,515;1407914;10580479,93;2412
14.12.2020;7,475;7,485;7,40;7,56;7,365;7,50;7,488;2054830;15386745,07;2454
11.12.2020;7,40;7,41;7,30;7,425;7,245;7,415;7,368;1319609;9722683,96;2292
10.12.2020;7,325;7,335;7,325;7,41;7,25;7,325;7,334;1594095;11690455,63;2670
9.12.2020;7,285;7,295;7,48;7,49;7,26;7,285;7,324;2519017;18450068,95;4027
8.12.2020;7,445;7,455;7,40;7,48;7,39;7,475;7,447;1596044;11885536,72;2684
7.12.2020;7,42;7,43;7,47;7,64;7,35;7,41;7,449;2213329;16497345,27;3377
4.12.2020;7,43;7,435;7,33;7,47;7,325;7,46;7,431;1452696;10795548,49;2356
3.12.2020;7,32;7,33;7,28;7,35;7,235;7,325;7,307;1288279;9413170,6;2471
2.12.2020;7,29;7,295;7,305;7,37;7,235;7,27;7,285;1716438;12504781,38;3042
1.12.2020;7,30;7,305;7,50;7,50;7,285;7,305;7,338;2555199;18749244,58;3668
30.11.2020;7,495;7,505;7,28;7,51;7,205;7,50;7,436;5517653;41035917,81;4896
27.11.2020;7,285;7,295;7,185;7,34;7,16;7,32;7,285;1608554;11717655,33;2128
26.11.2020;7,16;7,17;7,05;7,19;7,05;7,185;7,149;1121387;8016341,66;2010
25.11.2020;7,075;7,085;7,16;7,30;7,045;7,08;7,122;1936349;13791142,86;3639
24.11.2020;7,095;7,11;7,01;7,21;6,99;7,10;7,093;2457043;17427733,96;4112
23.11.2020;7,00;7,01;6,77;7,085;6,73;6,99;6,981;2295519;16026911,31;3522
20.11.2020;6,77;6,775;6,635;6,90;6,635;6,795;6,809;2317127;15775902,63;3643
19.11.2020;6,625;6,635;6,66;6,68;6,61;6,63;6,64;2103848;13969734,6;2735
18.11.2020;6,725;6,73;6,64;6,745;6,585;6,725;6,70;1565488;10488895,25;2463
17.11.2020;6,63;6,64;6,76;6,805;6,63;6,64;6,671;2128317;14197809,08;2693
16.11.2020;6,75;6,765;6,70;6,795;6,645;6,775;6,745;1962264;13234976,35;3002
13.11.2020;6,675;6,685;6,66;6,775;6,64;6,66;6,685;1843770;12325016,2;2964
12.11.2020;6,73;6,74;6,60;6,83;6,55;6,73;6,715;3310685;22230387,14;4924
11.11.2020;6,61;6,62;6,65;6,72;6,425;6,615;6,568;2686878;17645261,66;5138
